id,age,gender,race,label,y_true,y_pred,logits,conf
sad_1327bcfe0277f78b29a2df45c7e0831d,03-09,Female,Latino_Hispanic,sad,5,3,"[-3.826350450515747, -9.370925903320312, -6.912802219390869, 4.068725109100342, -0.704138457775116, -0.22414924204349518, -2.6513421535491943]",tensor(0.9768)
surprise_0fed3ae87d5386f9f92dc06da6b17a05,00-02,Female,White,surprise,6,4,"[-6.842089653015137, -9.697566032409668, -7.457996368408203, 0.23843888938426971, 6.743300437927246, -4.471260070800781, 0.7017664909362793]",tensor(0.9961)
sad_1e37650d755df59c5bdb98b39e799db0,20-29,Female,White,sad,5,4,"[-2.84320068359375, -3.497162103652954, -0.78516685962677, -7.441762447357178, 2.996737003326416, 2.286740779876709, -0.9806072115898132]",tensor(0.6504)
happy_0a0d340ac5758306630d1929c2061b86,20-29,Male,Black,happy,3,3,"[-3.812574863433838, -3.171654224395752, -6.335710525512695, 3.215299129486084, 1.8483525514602661, -3.598343849182129, -3.123667001724243]",tensor(0.7934)
sad_37d7474ff3ebeb96dd73ba7ee54d80fe,30-39,Male,Black,sad,5,5,"[0.3427866995334625, -5.803447723388672, -0.5055381655693054, -2.916564702987671, -9.352200508117676, 11.360769271850586, -10.318754196166992]",tensor(1.0000)
sad_b086178f7543c61b8eb4b94234610ae6,20-29,Male,Indian,sad,5,5,"[-3.2153897285461426, -7.712172031402588, -4.747575759887695, 2.154395341873169, 1.0413531064987183, 2.7400121688842773, -4.666367530822754]",tensor(0.5736)
fear_7260bc8a6ec76062afaae21382971c2a,20-29,Female,Middle Eastern,fear,2,2,"[-6.8543477058410645, -9.477993965148926, 7.0342841148376465, -12.024940490722656, -1.2608245611190796, 4.163224697113037, -1.602170467376709]",tensor(0.9460)
fear_39557e046a2d525841885d5ec2371af7,40-49,Male,White,fear,2,4,"[0.71224445104599, -7.39547872543335, -1.7231873273849487, -9.835129737854004, 3.3032920360565186, -1.5567381381988525, -0.5596705079078674]",tensor(0.9007)
happy_02a9db2ba06584040b93452eb83223a8,70+,Female,White,happy,3,3,"[-4.147027015686035, -3.585963726043701, -0.14580132067203522, 5.051424503326416, -8.432876586914062, -1.9258677959442139, -2.033318281173706]",tensor(0.9925)
angry_12d16864047ae490e5a6856daa9cba20,20-29,Male,White,angry,0,3,"[-6.262103080749512, -7.489999771118164, -9.739367485046387, 7.247934341430664, 5.991819381713867, -2.9662740230560303, -6.7307448387146]",tensor(0.7783)
sad_dd3d9f690b55b0595e69952b82f47237,20-29,Female,White,sad,5,5,"[-7.848281383514404, -7.008799076080322, -6.371697902679443, 4.13037109375, -0.6464933753013611, 5.1789631843566895, -5.071767330169678]",tensor(0.7389)
sad_d8828cde6855e18c8a87bed6af0d1510,20-29,Female,White,sad,5,3,"[-2.6880457401275635, -3.1420671939849854, -1.5186611413955688, 3.7023613452911377, -4.866999626159668, 0.943549394607544, -5.757814884185791]",tensor(0.9330)
sad_abcecb40c3d45bc9ed36256231b81a92,20-29,Male,White,sad,5,4,"[-6.0630598068237305, -4.539048194885254, -8.393038749694824, 1.3843165636062622, 3.925798177719116, -2.1198222637176514, -1.6673015356063843]",tensor(0.9216)
angry_565cf5ca201f3b3202bd8bf46e10d011,20-29,Male,White,angry,0,4,"[3.6976144313812256, -5.9252753257751465, -8.36775016784668, -1.671273112297058, 4.618307113647461, -0.6515296697616577, -8.121947288513184]",tensor(0.7116)
neutral_43d0852bcf5dc649d42bbc5a84cb08b3,20-29,Female,White,neutral,4,4,"[-4.885477066040039, -5.617191314697266, -4.998317718505859, -0.698305606842041, 5.538244724273682, -2.7871644496917725, 0.08969633281230927]",tensor(0.9935)
happy_696cd15844d851ff470324433d58a4b0,20-29,Male,White,happy,3,3,"[-3.948237180709839, -4.044150352478027, -5.344532489776611, 7.513706684112549, 0.3638479709625244, -5.618979454040527, -3.7694079875946045]",tensor(0.9992)
disgust_c29db77f146467675b9a547a32f78fe2,30-39,Male,Middle Eastern,disgust,1,2,"[0.6338292956352234, -4.1324591636657715, 4.8997931480407715, -13.126465797424316, -0.8278786540031433, -4.715924263000488, 0.10291506350040436]",tensor(0.9749)
neutral_0476ad07c5310846beeff6457b2bf43a,30-39,Male,White,neutral,4,4,"[-1.9514555931091309, -14.435602188110352, -10.523913383483887, -2.1273012161254883, 9.756446838378906, -6.294559955596924, -4.57631778717041]",tensor(1.0000)
neutral_3d9f9c418a11c8a91b213f5496d97533,00-02,Female,East Asian,neutral,4,4,"[-7.038043975830078, -4.65283203125, -0.5759563446044922, -6.113951683044434, 3.711789608001709, -4.243767261505127, 2.774179458618164]",tensor(0.7113)
sad_652893c8033269a4b24b6b364cdabb83,03-09,Female,White,sad,5,5,"[-3.549732208251953, -3.6760964393615723, -0.5463489890098572, -5.092105388641357, -3.7365174293518066, 9.399277687072754, -5.987600803375244]",tensor(0.9999)
angry_9b1fd1d4116b851364760884d7054205,20-29,Male,White,angry,0,0,"[6.731822967529297, 0.10112154483795166, 3.131887674331665, -1.1176276206970215, -7.209898471832275, -5.417413711547852, -3.5100860595703125]",tensor(0.9717)
neutral_d15d502b9f88281164f98e049d82925d,40-49,Male,White,neutral,4,4,"[0.09613443166017532, -4.305539608001709, -2.8095192909240723, -2.4184248447418213, 2.6147918701171875, -1.3029587268829346, -2.4514811038970947]",tensor(0.8939)
fear_520946fe2484192e409466f3000b1336,40-49,Male,Latino_Hispanic,fear,2,2,"[-2.393089771270752, -1.9483790397644043, 4.24138879776001, -4.538674831390381, -1.7014092206954956, -3.2194855213165283, 0.13965724408626556]",tensor(0.9773)
happy_41e82c1791f48cca03c7421aeb8dcf40,10-19,Female,Black,happy,3,3,"[-5.413745403289795, -3.136021852493286, -4.974488258361816, 8.461942672729492, -1.5143429040908813, -5.479672908782959, -3.9284329414367676]",tensor(0.9999)
sad_c3f84c5cd353aa656e452524fe2573d8,60-69,Female,Latino_Hispanic,sad,5,5,"[-5.1136298179626465, -1.8685243129730225, -7.881927490234375, -4.193110466003418, 1.3384875059127808, 5.256895065307617, -4.1058173179626465]",tensor(0.9796)
sad_99ce705dcad1eae1529aab03c6b59358,40-49,Male,White,sad,5,4,"[-8.718403816223145, -7.427659511566162, 3.1375107765197754, -6.764509201049805, 3.4209351539611816, 0.6863863468170166, 0.5567112565040588]",tensor(0.5333)
neutral_61d116bcb660d2fcbf5584ae4e7ccd9d,10-19,Female,White,neutral,4,4,"[-3.705925941467285, -7.162014484405518, -6.476182460784912, 0.18628369271755219, 5.265777587890625, 2.0152809619903564, -5.278829097747803]",tensor(0.9568)
surprise_21bad02af387b852fe64a020be410de9,40-49,Female,Latino_Hispanic,surprise,6,4,"[-4.111169338226318, -2.7881102561950684, -4.389849662780762, 3.0776309967041016, 3.5227608680725098, -4.2234625816345215, -2.5807883739471436]",tensor(0.6075)
angry_84d57890bca8fd9408779cef0c7741a1,40-49,Male,White,angry,0,0,"[4.31377649307251, -6.252539157867432, -8.08392333984375, 1.9940193891525269, 3.5734033584594727, -3.337858200073242, -8.249354362487793]",tensor(0.6346)
neutral_283940eda3c5f01d5f4967ec9323fcb1,20-29,Male,White,neutral,4,4,"[-7.4564714431762695, -9.349663734436035, -10.296401977539062, 3.475959539413452, 10.291707038879395, -0.525589108467102, -12.300618171691895]",tensor(0.9989)
angry_1922d58aa5992eec184510d06555922f,30-39,Male,White,angry,0,4,"[-5.508874893188477, -7.309192657470703, -4.926037311553955, -0.4015680253505707, 4.347695350646973, 2.6112594604492188, -5.929113388061523]",tensor(0.8439)
neutral_a70fefe1e93bc5f210779d2f5ba68ffe,30-39,Male,White,neutral,4,4,"[1.730188250541687, -7.39486837387085, -6.334856986999512, -4.777416706085205, 6.155888557434082, 1.566184401512146, -7.554194927215576]",tensor(0.9783)
fear_37d661a673fc4ef4576bef21346648b1,30-39,Male,East Asian,fear,2,2,"[-0.7086653113365173, -7.67396879196167, 7.171334266662598, -9.685746192932129, -1.043198585510254, -4.4274983406066895, 2.1351613998413086]",tensor(0.9929)
surprise_ca92dcd52a632220d10067ff666110dc,50-59,Male,White,surprise,6,6,"[-7.345314025878906, -2.267726182937622, 1.1681249141693115, -6.6287689208984375, -3.2914843559265137, -4.022698402404785, 6.0341668128967285]",tensor(0.9920)
fear_f3d15a6ced65385f05fd84637005fa41,20-29,Male,Black,fear,2,2,"[-6.793395519256592, -9.738359451293945, 3.496495246887207, -10.356364250183105, 2.7953548431396484, 0.9514108300209045, 2.07561993598938]",tensor(0.5507)
neutral_4ee05381ef769590559d1db313a85bb1,30-39,Male,White,neutral,4,4,"[-0.7582754492759705, -7.11707878112793, -8.261367797851562, -0.010297482833266258, 5.480752944946289, 0.6648893356323242, -6.760758876800537]",tensor(0.9860)
angry_4adc0ec97bd04d70b1332fb9cc751ddb,40-49,Female,White,angry,0,0,"[7.70412015914917, -0.2763672173023224, -5.268248081207275, -6.780909061431885, -1.7160176038742065, 3.0602147579193115, -7.547133445739746]",tensor(0.9901)
sad_9f93ee921a061ac82c751e82d2859cc0,30-39,Female,White,sad,5,4,"[-1.2159466743469238, 1.0644451379776, -5.420094013214111, -1.004688024520874, 1.1196269989013672, 0.9180187582969666, -5.8405585289001465]",tensor(0.3353)
angry_c844d7ec472fe7f5b3662d2f417d134c,00-02,Male,White,angry,0,0,"[10.789080619812012, -1.8755561113357544, -7.495303153991699, -7.667807102203369, -0.8298065066337585, 1.7889981269836426, -6.5233283042907715]",tensor(0.9999)
fear_6fecc023ff51384a6f52077c584e484d,40-49,Male,White,fear,2,2,"[-3.3664441108703613, 1.064290165901184, 1.4293558597564697, -1.3963838815689087, -2.6604912281036377, -1.7825926542282104, -3.54752779006958]",tensor(0.5478)
sad_21b703dfd83a9e22c544873fb9f0e556,10-19,Female,East Asian,sad,5,5,"[1.0657727718353271, -0.5964450836181641, -3.34643816947937, -6.037007808685303, -2.433720350265503, 5.2675323486328125, -7.199750900268555]",tensor(0.9819)
surprise_a365ac8f68409d39175f65b644d804ee,10-19,Male,Latino_Hispanic,surprise,6,6,"[-6.503732204437256, -5.467091083526611, -4.1926374435424805, 2.3392369747161865, 0.7984411716461182, -2.679131031036377, 3.4623236656188965]",tensor(0.7154)
neutral_bd732638ba3f2dea51bb3fc72e01bd93,20-29,Male,White,neutral,4,4,"[1.3170576095581055, -6.840477466583252, -3.18068790435791, -3.5522022247314453, 3.835920572280884, -1.8452383279800415, -0.1287536472082138]",tensor(0.9054)
neutral_2e2634225567f75683576e47a0ab07f7,40-49,Male,Black,neutral,4,4,"[-2.2472727298736572, -4.260282039642334, -9.451818466186523, 4.020254611968994, 4.121812343597412, -1.6287566423416138, -7.949577808380127]",tensor(0.5240)
fear_0ba5b19f8f5e813a278b2d080a1dda98,50-59,Male,White,fear,2,4,"[-3.5654430389404297, -6.861862659454346, -5.445559501647949, 2.637751579284668, 3.183072566986084, -3.4092862606048584, -3.3347151279449463]",tensor(0.6314)
surprise_6088514f7a1443ebaeee774e02a54885,20-29,Female,White,surprise,6,6,"[-6.060122489929199, -6.034941673278809, -0.398022323846817, 3.189553737640381, -4.263490676879883, -8.31687068939209, 7.174694061279297]",tensor(0.9812)
sad_ca15b756d7a80bfac293e5f485b75b72,20-29,Female,East Asian,sad,5,4,"[-6.096395492553711, -9.473653793334961, -9.968957901000977, -0.6830775141716003, 10.04393196105957, -3.0623865127563477, -1.702348232269287]",tensor(1.0000)
angry_528293b416764fa31115a97005138f9a,50-59,Male,White,angry,0,0,"[0.9797400832176208, -0.2685137391090393, -0.5014535188674927, -6.193028450012207, -1.7641792297363281, -3.2744834423065186, -6.259167671203613]",tensor(0.6272)
sad_9f8447f5e42b58f7a1e7fcae17c9c45e,20-29,Male,White,sad,5,5,"[-3.232020378112793, -7.7357707023620605, -4.236422061920166, -10.179410934448242, 4.0311598777771, 7.617994785308838, -7.045104026794434]",tensor(0.9730)
fear_a146944256e673864cc88f3f02f253cd,03-09,Male,Latino_Hispanic,fear,2,2,"[-6.563333988189697, -9.652588844299316, 3.5547778606414795, -1.8259925842285156, 0.9662268757820129, -2.5165820121765137, 2.072169303894043]",tensor(0.7639)
fear_052cd5bc602c0768c064ab36e11e4b41,20-29,Female,White,fear,2,5,"[-7.968751907348633, 0.011174408718943596, 3.48652982711792, -5.121488094329834, -2.252805709838867, 3.93121075630188, -3.5227954387664795]",tensor(0.6011)
disgust_120f3c7fe05e870eeabe651ba7ff18ed,03-09,Male,Latino_Hispanic,disgust,1,5,"[2.616604804992676, -4.3384785652160645, -5.096103191375732, -6.4731059074401855, 2.80757212638855, 5.037352085113525, -7.283561706542969]",tensor(0.8357)
sad_8cc0d3b0415ae460b8594ee9d58fe388,20-29,Male,White,sad,5,5,"[0.28016120195388794, -6.017435073852539, -1.0120689868927002, -4.394290924072266, -1.8558422327041626, 7.201471328735352, -6.388339519500732]",tensor(0.9986)
neutral_12c21c169b91e02287eb9a9bc5d2a4aa,00-02,Female,East Asian,neutral,4,5,"[-3.2443954944610596, -6.8198137283325195, -3.094146966934204, -2.5315346717834473, 0.4085218906402588, 3.927319049835205, -0.9198510646820068]",tensor(0.9609)
neutral_c2caf6d1a33eb2c16c3744c447fcf9bb,20-29,Female,White,neutral,4,4,"[-2.66678786277771, -7.372060298919678, -3.5466954708099365, -3.8219871520996094, 6.355330467224121, -1.892076015472412, -0.19212289154529572]",tensor(0.9981)
sad_0afa687d5f9cd351fc7237fd429e051a,40-49,Male,Latino_Hispanic,sad,5,4,"[-0.9529037475585938, -7.248810768127441, -1.7819143533706665, -4.39190149307251, 3.0170044898986816, -1.3798482418060303, -1.32920241355896]",tensor(0.9496)
angry_4990cab0027df055ba4428822ee97e69,20-29,Female,White,angry,0,0,"[3.188608169555664, 2.8389949798583984, -0.5588763356208801, -9.461016654968262, -2.252087116241455, -3.741288185119629, 1.9036024808883667]",tensor(0.4974)
surprise_b196b99997ac5fbc43119d3beda3fc45,20-29,Female,Indian,surprise,6,4,"[-4.902260780334473, -5.186750411987305, -1.53288996219635, -4.5789361000061035, 2.809677839279175, 1.0728626251220703, 1.2082444429397583]",tensor(0.7183)
angry_5cbace41405fd86b688aca64dd343f35,40-49,Female,White,angry,0,0,"[4.15563440322876, -5.355583667755127, -0.5564647316932678, -1.090885043144226, -1.9595235586166382, -6.324764728546143, -0.9543414115905762]",tensor(0.9779)
neutral_8d1a1d5f1af5203f7895e796e00ab8f0,03-09,Male,Latino_Hispanic,neutral,4,4,"[-6.56263542175293, -7.0745673179626465, -5.246574878692627, 3.943850517272949, 4.351191520690918, -2.921725273132324, -2.045161724090576]",tensor(0.5996)
happy_d5b04d140984cbca009f2ed28eb0c783,03-09,Male,White,happy,3,3,"[-8.426268577575684, -4.050778865814209, -1.6435050964355469, 8.570160865783691, -2.31591796875, -6.690961837768555, -2.5305910110473633]",tensor(0.9999)
sad_19b2f12c9fab1c7183c248820249b6f4,70+,Female,White,sad,5,1,"[-1.0449192523956299, 4.149822235107422, 3.024044990539551, -7.447183132171631, -3.251760959625244, -0.7979278564453125, -4.6357879638671875]",tensor(0.7475)
sad_059200fc216036a0a2d128e51da1b173,40-49,Male,White,sad,5,3,"[1.5156255960464478, -1.3674936294555664, -6.515987873077393, 2.6693363189697266, 1.8064475059509277, -3.5340681076049805, -6.631124019622803]",tensor(0.5691)
happy_d9f18ac0f69e07e5b916550bf9d001d9,60-69,Male,Black,happy,3,3,"[-0.8743907809257507, -3.368281841278076, -2.660954475402832, 4.727478981018066, -2.8341686725616455, -4.063138961791992, -1.8256434202194214]",tensor(0.9933)
happy_e697e154a87f34e800735c53ae39fe78,10-19,Male,Indian,happy,3,3,"[-6.00961446762085, -4.704636096954346, -0.6455725431442261, 6.565206527709961, -6.45654296875, -5.536045074462891, 2.794363021850586]",tensor(0.9768)
fear_42f29d8e367e26a307937c8c18844a7e,60-69,Male,White,fear,2,6,"[-4.089448928833008, -8.2421293258667, 1.4969863891601562, 2.8084499835968018, -4.001102447509766, -7.2505340576171875, 3.466326951980591]",tensor(0.6029)
neutral_5b119f046c8631a06388370aa2aea118,20-29,Female,White,neutral,4,4,"[-5.409693241119385, -8.317485809326172, -6.8034162521362305, 0.2212436944246292, 5.377025604248047, -1.0030373334884644, 0.8552428483963013]",tensor(0.9820)
angry_4eb4adeb1519e0b3dfc7dfdd07a088a1,03-09,Male,White,angry,0,5,"[-2.448500633239746, -2.26515793800354, -6.0684661865234375, -4.9138360023498535, 0.836824357509613, 6.695257186889648, -6.735563278198242]",tensor(0.9969)
fear_d610a66cd4e30c9f5ecc775735c6a859,20-29,Male,White,fear,2,2,"[4.062029838562012, -5.8167243003845215, 6.530331134796143, -1.9876936674118042, -6.490945339202881, -3.9708621501922607, -2.2197701930999756]",tensor(0.9216)
sad_a7e55b6ca1cb842c3d3442b59d4fa41f,00-02,Female,White,sad,5,5,"[-0.10817587375640869, -2.663442373275757, -2.613248348236084, -7.56833028793335, -1.8408629894256592, 6.3820576667785645, -5.444784164428711]",tensor(0.9980)
fear_c11427bd8190e64abf026f96731b78de,50-59,Male,Indian,fear,2,4,"[-2.2205159664154053, -8.184226036071777, -5.054442882537842, -2.449408531188965, 3.6028480529785156, -1.99226975440979, -5.914114952087402]",tensor(0.9908)
neutral_57fbfa2b0a527d0ad77175e45cd748fc,60-69,Male,White,neutral,4,4,"[-5.473679542541504, -9.635730743408203, -2.5845980644226074, -3.255866765975952, 2.7612483501434326, 2.332401752471924, -1.1779162883758545]",tensor(0.5959)
fear_736d5f6dce63954ecab0e960b080df90,30-39,Male,White,fear,2,2,"[-4.333099842071533, -2.8461084365844727, 2.6239192485809326, -3.7280566692352295, -0.8248652219772339, -2.0072214603424072, -0.8685064911842346]",tensor(0.9269)
neutral_2a56a5a6db49f7b3f871a2029283a3e4,40-49,Male,White,neutral,4,4,"[2.314082145690918, -5.8915605545043945, -4.593281269073486, -1.8956533670425415, 2.510481357574463, -3.042677879333496, -10.186327934265137]",tensor(0.5438)
happy_5f1c2dff17b16f088e1ae0d8602029e0,20-29,Female,White,happy,3,3,"[-4.689302444458008, -2.9854824542999268, -4.076178550720215, 6.30304479598999, -0.2752229571342468, -2.262287139892578, -6.06468391418457]",tensor(0.9983)
happy_f2f55be9274fb1b72b8d2b3fe544e0ca,20-29,Female,Latino_Hispanic,happy,3,3,"[-3.4968600273132324, -3.466826915740967, -3.2605807781219482, 6.953489303588867, -1.6978960037231445, -4.948328495025635, -0.9862979650497437]",tensor(0.9994)
surprise_990426989ecdc19cae83c8745ef5ac8c,30-39,Male,Middle Eastern,surprise,6,2,"[-1.3338457345962524, -2.1314282417297363, 4.693190574645996, -2.767909288406372, -3.217235565185547, -6.4499735832214355, 3.073765516281128]",tensor(0.8316)
surprise_3222ab252253390aef9a6c1aec7e63d9,40-49,Female,White,surprise,6,4,"[-4.872232913970947, -6.890256404876709, -4.217575550079346, 1.7341910600662231, 1.741866111755371, -1.1773911714553833, -1.6605124473571777]",tensor(0.4799)
sad_f3439788c3048f9eb8c28f1799876fb9,30-39,Male,White,sad,5,5,"[-3.272549867630005, 0.3536921739578247, -4.498564720153809, -3.8897852897644043, -2.111091375350952, 3.843750238418579, -3.756422519683838]",tensor(0.9661)
sad_957b6e4e4c5989f6e8e911e52e57582c,40-49,Male,White,sad,5,5,"[-4.503742218017578, -4.655582427978516, -0.7050166130065918, -8.65493106842041, 1.3819103240966797, 4.495157718658447, -2.5785858631134033]",tensor(0.9514)
fear_c40f3eb38d1ddf84dc315ff032ea35f9,40-49,Male,Latino_Hispanic,fear,2,5,"[1.4814889430999756, -1.2565335035324097, -4.669147491455078, -5.656656742095947, 1.8889745473861694, 3.3133678436279297, -7.516815662384033]",tensor(0.7084)
fear_9fbd266dfb07190a56f35e0976d412da,00-02,Male,White,fear,2,5,"[-7.930763244628906, -1.3179571628570557, 0.2140136957168579, -1.4643499851226807, -3.5964910984039307, 3.6706345081329346, -1.491045594215393]",tensor(0.9518)
disgust_cacf1c839acc416cca16edb849a912eb,50-59,Female,White,disgust,1,3,"[-3.415562391281128, -0.2108628898859024, -4.360813140869141, 2.812729597091675, 1.5357252359390259, -5.101551532745361, -3.127101182937622]",tensor(0.7501)
fear_f3384f54862daaf431ee4b944a721da7,40-49,Male,White,fear,2,6,"[-0.8812723159790039, -6.798088550567627, -1.390847086906433, -4.819449424743652, 0.2626768946647644, -0.5747320652008057, 0.9170138835906982]",tensor(0.4966)
neutral_75431a80a9d0a3d877ba690bc6e93eb3,30-39,Male,White,neutral,4,4,"[-1.8851134777069092, -5.917342662811279, -10.942058563232422, -0.7024323344230652, 6.612625598907471, -1.7643336057662964, -4.950585842132568]",tensor(0.9989)
sad_d0abffe2511f6ec440c3502847a0fc1e,20-29,Female,White,sad,5,4,"[-1.0276387929916382, -3.796069622039795, -11.375855445861816, -1.620324969291687, 5.615379810333252, 2.3786494731903076, -8.766467094421387]",tensor(0.9602)
fear_a6d6c72e1651e420edc41e7e4422d6a3,30-39,Female,White,fear,2,2,"[-3.085688829421997, -5.8611159324646, 4.849691390991211, -3.3811280727386475, -3.3254518508911133, -0.8190412521362305, -0.08577607572078705]",tensor(0.9886)
disgust_587eb1c9dd9a5dac2669e7ac4d741442,20-29,Male,White,disgust,1,2,"[0.3253597319126129, -4.093635559082031, 2.4298255443573, -6.017858028411865, -0.12088356912136078, -4.868485450744629, 0.9800639152526855]",tensor(0.6959)
neutral_1f177f29503e7095bb481aa15bc31068,20-29,Female,White,neutral,4,4,"[-1.5846748352050781, -7.369603157043457, -3.7064666748046875, -4.401597023010254, 4.253808498382568, -0.16602367162704468, -0.033701494336128235]",tensor(0.9716)
sad_7ebab22eb789b9bb8266d5cbf6140b29,30-39,Female,Middle Eastern,sad,5,5,"[-5.090060234069824, -1.730886697769165, -1.8636645078659058, -8.697830200195312, 1.4428935050964355, 3.549299478530884, -1.4444926977157593]",tensor(0.8786)
happy_8264ef0d95c01baa8b6e46c67975acb9,20-29,Female,White,happy,3,4,"[-4.427426338195801, -5.580001354217529, -8.893596649169922, 5.590268611907959, 5.746010780334473, -4.766738414764404, -3.9711124897003174]",tensor(0.5388)
neutral_e4be8b1542f4e384eee951d3d2880a24,10-19,Female,White,neutral,4,4,"[-0.8190750479698181, -6.293078422546387, -3.7526865005493164, -3.0156712532043457, 1.643822193145752, -1.4156910181045532, -3.5146560668945312]",tensor(0.8679)
surprise_b8c4c5287ee1c777ae22590068be923b,20-29,Female,White,surprise,6,3,"[-6.028828144073486, -7.521334648132324, -3.0641605854034424, 6.870722770690918, -4.0791754722595215, -11.842720985412598, 6.234660625457764]",tensor(0.6538)
sad_f35345be61d282d8d45a7251b7841abb,00-02,Female,White,sad,5,4,"[-8.560983657836914, -7.5026445388793945, -5.358612537384033, -0.4106336534023285, 3.6651041507720947, 2.1987884044647217, -1.1733659505844116]",tensor(0.7963)
fear_1a451f15d3225bc36ac96d66185cc657,03-09,Male,Latino_Hispanic,fear,2,2,"[-4.520596504211426, -6.080474853515625, 2.9719932079315186, -0.020493900403380394, 0.6590456962585449, -4.626721382141113, 0.5781899690628052]",tensor(0.8054)
sad_2e35535b548561dca1c51b3f4c34802c,30-39,Male,Middle Eastern,sad,5,2,"[-4.066893577575684, -2.0064799785614014, 2.8852615356445312, -1.721596121788025, -6.030447959899902, -4.450164794921875, 0.1287354975938797]",tensor(0.9236)
surprise_86160871972b163bb8342ca657c44832,20-29,Female,White,surprise,6,6,"[-8.812545776367188, -7.182455539703369, -4.370200157165527, 5.528765678405762, -2.7375192642211914, -6.233360767364502, 6.219069480895996]",tensor(0.6660)
sad_07355d02c7bd2fea53f1c72eb3b53a74,60-69,Male,White,sad,5,5,"[-3.7398521900177, -5.5009965896606445, 0.15529409050941467, -10.971536636352539, 3.02905011177063, 8.006945610046387, -7.465638637542725]",tensor(0.9928)
disgust_0ef226554d48e0ead11fea4ec51df390,30-39,Male,White,disgust,1,1,"[2.341949224472046, 8.916300773620605, -3.833071708679199, -8.783392906188965, -0.4506392478942871, -2.556943416595459, -3.2793943881988525]",tensor(0.9985)
sad_1f890ddd9176ada8eaac4e4ae201b6f6,30-39,Female,White,sad,5,5,"[1.4679372310638428, -2.1100423336029053, -5.665945529937744, -8.406256675720215, 0.6927105188369751, 5.304815769195557, -3.5860917568206787]",tensor(0.9688)
happy_ffd1b84f8a0772d538c78106a48660da,30-39,Male,Black,happy,3,3,"[0.9465406537055969, -5.416413307189941, -6.299774646759033, 7.041282653808594, 0.2317734807729721, -7.572980880737305, -5.730830669403076]",tensor(0.9966)
